"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000036463","4930544G11Rik","XY","Unbound","no","chr6",65952110,65953109,"4930544G11Rik",65952609,0.501213184675583,0.537395658112919,-1.05232262018836
"ENSMUSG00000036555","Iqce","unbiased","Unbound","CGI","chr5",140701879,140702878,"Iqce",140702378,9.85259730764645e-07,1.0711256833401e-05,-8.93893121704304
"ENSMUSG00000036598","Ccdc113","XY","Unbound","no","chr8",95533586,95534585,"Ccdc113",95534085,0.0595907370817971,0.141406927762169,3.88939556305433
"ENSMUSG00000036602","Alx1","XY","Bound","CGI","chr10",103029716,103030715,"Alx1",103030215,0.454211926703133,0.512573300984677,-1.48710990502035
"ENSMUSG00000036743","Psma8","XY","Unbound","no","chr18",14705652,14706651,"Psma8",14706151,0.00390519725021479,0.0175080656318809,-9.60309097295399
"ENSMUSG00000036744","Olfr701","XY","Unbound","no","chr7",106813630,106814629,"Olfr701",106814129,0.786566327169272,0.666684711133919,1.07794361525705
"ENSMUSG00000036872","Abcc12","XY","Unbound","no","chr8",86580187,86581186,"Abcc12",86580686,0.228542926212495,0.336510610800959,-3.0887417218543
"ENSMUSG00000036928","Stag3","unbiased","Bound","CGI","chr5",138279741,138280740,"Stag3",138280240,0.157492094603785,0.274203266868431,-1.4370104871897
"ENSMUSG00000036964","Trim17","XY","Unbound","no","chr11",58954186,58955185,"Trim17",58954685,0.669579956545141,0.614285432464646,-0.306529920422879
"ENSMUSG00000037012","Hk1","XY","Unbound","no","chr10",62379409,62380408,"Hk1",62379908,0.734341387988158,0.640459057667949,-1.17135839788399
"ENSMUSG00000037020","Wdr62","XY","Bound","no","chr7",30279920,30280919,"Wdr62",30280419,0.76972886080703,0.657221561332954,0.218237828392384
"ENSMUSG00000037062","Sh3glb1","unbiased","Unbound","CGI","chr3",144719836,144720835,"Sh3glb1",144720335,0.548872342006834,0.554776128595716,1.67004048582996
"ENSMUSG00000037101","Ttc29","XY","Unbound","no","chr8",78212798,78213797,"Ttc29",78213297,0.856013070627186,0.689501792248603,0.615763546798026
"ENSMUSG00000037108","Zcwpw1","unbiased","Unbound","no","chr5",137787299,137788298,"Zcwpw1",137787798,9.66719513604846e-11,2.37851031842809e-09,-10.578653062546
"ENSMUSG00000037167","Spaca5","XY","Unbound","no","chrX",21067907,21068906,"Spaca5",21068406,0.638885981886685,0.598872796538758,3.0952380952381
"ENSMUSG00000037171","Nodal","unbiased","Unbound","CGI","chr10",61417473,61418472,"Nodal",61417972,0.104346250672882,0.206691682979841,4.01629972736068
"ENSMUSG00000037196","Pacrg","XY","Unbound","no","chr17",10839812,10840811,"Pacrg",10840311,0.805454552982577,0.671774600816979,-0.35620088642358
"ENSMUSG00000037247","Pldi","XY","Unbound","no","chr10",60937633,60938632,"Pldi",60938132,0.268443963908329,0.373484447140377,3.21805356139584
"ENSMUSG00000037278","Tmem97","XY","Bound","CGI","chr11",78550278,78551277,"Tmem97",78550777,0.114648559366887,0.220794699786651,-1.32302519731406
"ENSMUSG00000037279","Ovol2","XY","Unbound","CGI","chr2",144331647,144332646,"Ovol2",144332146,0.00011625696263096,0.00078197401795812,-6.58857279464499
"ENSMUSG00000037307","Banf2","XY","Unbound","no","chr2",144032560,144033559,"Banf2",144033059,0.94895013597531,0.725445993755007,0.144592249855413
"ENSMUSG00000037363","Letm2","XY","Bound","CGI","chr8",25597083,25598082,"Letm2",25597582,0.0873177902537753,0.183044223986263,-1.71676918189956
"ENSMUSG00000037418","Best1","XY","Unbound","no","chr19",10001134,10002133,"Best1",10001633,0.18278338025024,0.297000410230863,4.15021665864227
"ENSMUSG00000037437","Adam32","XY","Unbound","no","chr8",24948305,24949304,"Adam32",24948804,0.827036888530497,0.678996687964915,-0.623471255323882
"ENSMUSG00000037529","Prss40","XY","Unbound","no","chr1",34560444,34561443,"Prss40",34560943,0.0646183529798496,0.149295634006901,5.17446652623867
"ENSMUSG00000037578","Pkd2l1","XY","Unbound","no","chr19",44191943,44192942,"Pkd2l1",44192442,0.919796329435165,0.714848806036416,-0.430107526881718
"ENSMUSG00000037621","Atoh8","XY","Unbound","CGI","chr6",72235078,72236077,"Atoh8",72235577,0.0792626939022041,0.169580356137763,2.29304557859406
"ENSMUSG00000037622","Wdtc1","unbiased","Unbound","CGI","chr4",133352982,133353981,"Wdtc1",133353481,0.000237981210415602,0.00143548653216475,-10.6920713429257
"ENSMUSG00000037627","Rgs22","XY","Unbound","CGI","chr15",36139901,36140900,"Rgs22",36140400,0.27788629896339,0.384333808978116,2.97937356760886
"ENSMUSG00000037628","Cdkn3","XY","Unbound","CGI","chr14",46760042,46761041,"Cdkn3",46760541,0.00845162475012765,0.0306272957040098,3.20460241512873
"ENSMUSG00000037683","Armc3","XY","Unbound","no","chr2",19198803,19199802,"Armc3",19199302,2.21095613407298e-08,3.62654793141583e-07,-15.1629164231444
"ENSMUSG00000037708","Spag6","XY","Unbound","CGI","chr2",18693533,18694532,"Spag6",18694032,0.129056915277471,0.241323395516824,2.98914200553545
"ENSMUSG00000037716","Ccdc33","unbiased","Unbound","no","chr9",58118324,58119323,"Ccdc33",58118823,0.000687749770870896,0.00371538548681117,-11.2068965517241
"ENSMUSG00000037752","Xkr8","XY","Unbound","no","chr4",132732047,132733046,"Xkr8",132732546,0.0779423996861217,0.168685664865026,-5.08306944078977
"ENSMUSG00000037801","Iqch","XY","Unbound","no","chr9",63601994,63602993,"Iqch",63602493,0.773014547727544,0.658823665438907,-0.48512031516184
"ENSMUSG00000037885","Stk35","unbiased","Bound","CGI","chr2",129800018,129801017,"Stk35",129800517,0.536358481538191,0.552720152708514,-0.477324541012575
"ENSMUSG00000037910","1700018B24Rik","XY","Unbound","no","chr3",48608603,48609602,"1700018B24Rik",48609102,0.418326271331217,0.486283806209699,-1.26140633387011
"ENSMUSG00000037971","1110032A03Rik","XY","Unbound","no","chr9",50775021,50776020,"1110032A03Rik",50775520,0.0650624555521144,0.149361918300612,-2.58259771868643
"ENSMUSG00000037979","Ccdc92","XY","Unbound","CGI","chr5",124861925,124862924,"Ccdc92",124862424,0.897111008395438,0.705427657033599,0.357142857142857
"ENSMUSG00000038015","Prm2","XY","Unbound","no","chr16",10795635,10796634,"Prm2",10796134,0.0454581690804414,0.117731557404675,6.77926670388982
"ENSMUSG00000038042","Ptpdc1","XY","Bound","CGI","chr13",48625165,48626164,"Ptpdc1",48625664,0.00371601543520224,0.0169477402652042,-2.72661375759716
"ENSMUSG00000038044","Cct8l1","XY","Unbound","no","chr5",25515568,25516567,"Cct8l1",25516067,0.169726368915658,0.287836569930253,-2.75755279544031
"ENSMUSG00000038057","Dbil5","XY","Bound","CGI","chr11",76217109,76218108,"Dbil5",76217608,0.0288007071705418,0.0799026902768143,2.5289963894303
"ENSMUSG00000038165","1700022A21Rik","XY","Unbound","no","chr5",24644954,24645953,"1700022A21Rik",24645453,0.808329439656678,0.673571480712854,0.726236440522154
"ENSMUSG00000038180","Spag4","XY","Unbound","CGI","chr2",156064676,156065675,"Spag4",156065175,0.638546863977904,0.598872796538758,-1.32324947265525
"ENSMUSG00000038246","Fam50b","XY","Unbound","no","chr13",34734351,34735350,"Fam50b",34734850,0.0130661562988694,0.043319844796309,8.5520038167939
"ENSMUSG00000038300","Pth2","unbiased","Unbound","CGI","chr7",45180496,45181495,"Pth2",45180995,0.00391377901889851,0.0175080656318809,13.1444003828798
"ENSMUSG00000038347","Tcte2","XY","Bound","no","chr17",13761326,13762325,"Tcte2",13761825,0.0593131950678693,0.141106467614619,-3.29914341560632
"ENSMUSG00000038408","1700018A04Rik","XY","Unbound","no","chr13",31625293,31626292,"1700018A04Rik",31625792,0.105092731866242,0.207291975909718,1.8873103002906
"ENSMUSG00000038498","Catsper1","XY","Unbound","no","chr19",5335242,5336241,"Catsper1",5335741,0.225073869181536,0.336510610800959,2.81765018607123
"ENSMUSG00000038523","1700003F12Rik","XY","Unbound","no","chr2",154546586,154547585,"1700003F12Rik",154547085,0.154676957016945,0.270814874238423,-2.67534561523991
"ENSMUSG00000038564","Ift172","XY","Unbound","CGI","chr5",31290617,31291616,"Ift172",31291116,0.963617255229952,0.73306221814635,0.050118683201332
"ENSMUSG00000038637","Lrrc56","XY","Unbound","no","chr7",141193658,141194657,"Lrrc56",141194157,0.7007231253853,0.625731358336599,0.291702024487817
"ENSMUSG00000038691","Mbd3l1","XY","Unbound","no","chr9",18477860,18478859,"Mbd3l1",18478359,0.246069940231573,0.350705741374638,9.56112852664577
"ENSMUSG00000038709","Txndc8","XY","Unbound","no","chr4",58008625,58009624,"Txndc8",58009124,0.555011298445469,0.559167600401784,-1.35839432246618
"ENSMUSG00000038770","Kpna7","unbiased","Unbound","CGI","chr5",145083531,145084530,"Kpna7",145084030,0.635803120265088,0.598872796538758,0.939046333783176
"ENSMUSG00000038782","1700028J19Rik","XY","Unbound","no","chr7",44246196,44247195,"1700028J19Rik",44246695,0.0551565834666535,0.134996387055726,-1.75093527631721
"ENSMUSG00000038925","E330034G19Rik","unbiased","Unbound","no","chr14",24292715,24293714,"E330034G19Rik",24293214,0.294028479729989,0.396112072945708,4.77356181150551
"ENSMUSG00000038932","Tcfl5","XY","Unbound","CGI","chr2",180642209,180643208,"Tcfl5",180642708,0.619526933489542,0.591047340381284,-0.643739157056843
"ENSMUSG00000038936","Sccpdh","XY","Unbound","CGI","chr1",179667711,179668710,"Sccpdh",179668210,0.597922065602055,0.577507162452274,0.465512750692586
"ENSMUSG00000038973","Cldnd2","XY","Unbound","no","chr7",43440283,43441282,"Cldnd2",43440782,0.755538964982135,0.652856537638367,-0.997405317908062
"ENSMUSG00000038997","Asb17","XY","Unbound","no","chr3",153843710,153844709,"Asb17",153844209,0.588741037494527,0.575175690346448,0.959763750461429
"ENSMUSG00000039021","Ttc16","XY","Unbound","no","chr2",32775134,32776133,"Ttc16",32775633,0.524375885099206,0.54927539765179,-0.530140320733104
"ENSMUSG00000039032","Tsga13","XY","Unbound","no","chr6",30915074,30916073,"Tsga13",30915573,0.177951163807248,0.293916606264476,-4.19479800774765
"ENSMUSG00000039099","Wdr93","XY","Unbound","no","chr7",79742664,79743663,"Wdr93",79743163,0.010358794689059,0.0366854161470501,5.4273434524781
"ENSMUSG00000039110","Mycbpap","XY","Unbound","CGI","chr11",94521243,94522242,"Mycbpap",94521742,0.488269285729946,0.526536473001805,-1.61745056938673
"ENSMUSG00000039174","1700003H04Rik","XY","Unbound","no","chr3",124580602,124581601,"1700003H04Rik",124581101,0.0382512379769008,0.101599362578683,9.4949494949495
"ENSMUSG00000039179","Tekt5","XY","Unbound","CGI","chr16",10394991,10395990,"Tekt5",10395490,1.88499844686191e-05,0.000161686086777443,-14.3959966851533
"ENSMUSG00000039198","Ptchd3","XY","Bound","CGI","chr11",121829748,121830747,"Ptchd3",121830247,1.5063074721666e-05,0.000134125848603888,-11.4659916354832
"ENSMUSG00000039200","Atf7ip2","unbiased","Unbound","CGI","chr16",10192213,10193212,"Atf7ip2",10192712,0.210329916258053,0.323242902780675,3.54842565171777
"ENSMUSG00000039209","Rpl39l","XY","Unbound","no","chr16",10169727,10170726,"Rpl39l",10170226,0.333884730769406,0.427229250508717,-1.7271662763466
"ENSMUSG00000039224","D1Pas1","XY","Bound","CGI","chr1",186966917,186967916,"D1Pas1",186967416,3.48809360152534e-156,3.26119135108269e-153,-60.0321135319116
"ENSMUSG00000039329","Tex19.1","unbiased","Bound","no","chr11",121145644,121146643,"Tex19.1",121146143,0.655982125467023,0.60903275119358,-0.885276173579308
"ENSMUSG00000039335","Spata16","XY","Unbound","no","chr3",26637121,26638120,"Spata16",26637620,0.00446326262600979,0.0194996501776394,7.43143459915612
"ENSMUSG00000039342","Ankar","XY","Unbound","no","chr1",72700080,72701079,"Ankar",72700579,0.444647044989467,0.505130656310679,1.53491358191556
"ENSMUSG00000039391","Ccdc81","XY","Unbound","no","chr7",89903130,89904129,"Ccdc81",89903629,0.624612886004284,0.595292051283031,1.81017612524461
"ENSMUSG00000039492","Ccdc27","XY","Unbound","no","chr4",154042178,154043177,"Ccdc27",154042677,0.706633771230957,0.629206559549183,0.59883294833617
"ENSMUSG00000039540","4921524L21Rik","XY","Unbound","no","chr18",6603130,6604129,"4921524L21Rik",6603629,0.349023998077679,0.434744147499132,6.42331635540464
"ENSMUSG00000039555","Cylc2","XY","Unbound","no","chr4",51216179,51217178,"Cylc2",51216678,0.00456901486628824,0.0198688285658276,16.4818920916482
"ENSMUSG00000039608","Olfr303","XY","Unbound","no","chr7",86397290,86398289,"Olfr303",86397789,0.524630402767953,0.54927539765179,3.1054131054131
"ENSMUSG00000039720","Got1l1","XY","Bound","no","chr8",27223329,27224328,"Got1l1",27223828,1.04658422631259e-18,4.65953997053843e-17,-28.454577097111
"ENSMUSG00000039782","Cpeb2","XY","Bound","CGI","chr5",43232671,43233670,"Cpeb2",43233170,0.285444119152432,0.388618412206431,-0.93405315411265
"ENSMUSG00000039851","4932438H23Rik","XY","Unbound","no","chr16",91094623,91095622,"4932438H23Rik",91095122,0.190245736507708,0.304572183671535,-2.43043079011458
"ENSMUSG00000039963","Ccdc40","XY","Bound","no","chr11",119228073,119229072,"Ccdc40",119228572,0.011979193196999,0.0414812615905062,-2.60622973361977
"ENSMUSG00000040140","Tdrd6","XY","Bound","CGI","chr17",43629800,43630799,"Tdrd6",43630299,0.00880711493268552,0.031548688345887,-7.32518072692215
"ENSMUSG00000040163","1700034J05Rik","XY","Unbound","no","chr6",146953923,146954922,"1700034J05Rik",146954422,0.185827477403228,0.300067886262327,-14.7186147186147
"ENSMUSG00000040231","Syngr4","XY","Unbound","no","chr7",45896215,45897214,"Syngr4",45896714,0.147807874200694,0.264663231216178,3.81903642773208
"ENSMUSG00000040298","Btbd16","XY","Unbound","no","chr7",130773570,130774569,"Btbd16",130774069,0.485044062884664,0.525712004415587,-1.872009569378
"ENSMUSG00000040312","Cchcr1","XY","Unbound","no","chr17",35516601,35517600,"Cchcr1",35517100,0.43554180723993,0.499643672034802,0.983370842710677
"ENSMUSG00000040364","Sec1","unbiased","Bound","CGI","chr7",45693903,45694902,"Sec1",45694402,6.93786579501258e-05,0.000495156803135451,-6.78083053905321
"ENSMUSG00000040485","Lrrc52","XY","Unbound","no","chr1",167466281,167467280,"Lrrc52",167466780,0.858951043767481,0.689927701509235,-0.409754431892562
"ENSMUSG00000040489","Sox30","XY","Bound","CGI","chr11",45979811,45980810,"Sox30",45980310,0.032428545304246,0.0891736825122108,5.34118410219306
"ENSMUSG00000040541","Tmem225","XY","Unbound","no","chr9",40147623,40148622,"Tmem225",40148122,0.147409438835963,0.264663231216178,9.73684210526315
"ENSMUSG00000040594","Ranbp17","XY","Unbound","CGI","chr11",33513247,33514246,"Ranbp17",33513746,0.0584976530572494,0.139878136014338,8.0773606370876
"ENSMUSG00000040629","Mael","XY","Bound","CGI","chr1",166238248,166239247,"Mael",166238747,0.00665220423173117,0.0261322478435209,-8.84542531166028
"ENSMUSG00000040649","Rimklb","unbiased","Unbound","no","chr6",122498262,122499261,"Rimklb",122498761,0.596110462571223,0.577507162452274,1.44206008583692
"ENSMUSG00000040726","Hesx1","XY","Unbound","no","chr14",26993917,26994916,"Hesx1",26994416,3.54687601657521e-16,1.44180432188934e-14,-25.7864829961257
"ENSMUSG00000040812","Agbl2","XY","Unbound","CGI","chr2",90782228,90783227,"Agbl2",90782727,0.0623606917533463,0.145396751270555,-5.05543024427701
"ENSMUSG00000040829","Zmynd15","XY","Unbound","CGI","chr11",70458934,70459933,"Zmynd15",70459433,0.000228874127089219,0.00138951785408488,-8.83177225459104
"ENSMUSG00000040866","Rsph6a","XY","Unbound","no","chr7",19054191,19055190,"Rsph6a",19054690,2.50188001285758e-08,4.03298526628524e-07,-16.1656242717407
"ENSMUSG00000040875","Osbpl10","XY","Unbound","CGI","chr9",114978070,114979069,"Osbpl10",114978569,0.763477760918766,0.654874446767131,0.474318167634026
"ENSMUSG00000040919","4930505A04Rik","XY","Unbound","no","chr11",30471328,30472327,"4930505A04Rik",30471827,0.00575084030025301,0.023686102353554,-13.9644565960355
"ENSMUSG00000040936","Ulk4","unbiased","Unbound","CGI","chr9",121276698,121277697,"Ulk4",121277197,0.422942115043661,0.489999401304762,1.07330997191989
"ENSMUSG00000040985","Sun3","XY","Unbound","no","chr11",9048492,9049491,"Sun3",9048991,0.68680242168679,0.622850551304607,0.762700796656655
"ENSMUSG00000041009","Iqcf4","XY","Unbound","no","chr9",106570497,106571496,"Iqcf4",106570996,0.169840745977405,0.287836569930253,-3.1462311665488
"ENSMUSG00000041068","4930596D02Rik","XY","Unbound","no","chr14",35811479,35812478,"4930596D02Rik",35811978,0.468759389105845,0.517574752314873,3.29566854990583
"ENSMUSG00000041161","Otud3","unbiased","Unbound","CGI","chr4",138913446,138914445,"Otud3",138913945,3.52058749862638e-05,0.000286223609023152,-9.187382739212
"ENSMUSG00000041165","Spem1","XY","Unbound","no","chr11",69821681,69822680,"Spem1",69822180,0.236402192955273,0.341613772656084,2.21568627450981
"ENSMUSG00000041255","Tmco5b","XY","Unbound","no","chr2",113285233,113286232,"Tmco5b",113285732,0.814128691497163,0.675993968862494,1.35685210312075
"ENSMUSG00000041343","Ankrd42","XY","Unbound","CGI","chr7",92636643,92637642,"Ankrd42",92637142,0.893091712750557,0.704637675763472,0.143233255944327
"ENSMUSG00000041359","Tcl1","unbiased","Bound","no","chr12",105222294,105223293,"Tcl1",105222793,0.330609090321037,0.424875134895735,2.06399747081273
"ENSMUSG00000041399","1700013G24Rik","XY","Unbound","no","chr4",137452785,137453784,"1700013G24Rik",137453284,0.31853952776306,0.414727082324738,2.07420737338101
"ENSMUSG00000041566","Tssk1","XY","Unbound","no","chr16",17893724,17894723,"Tssk1",17894223,0.0184519257614017,0.056194197626932,4.41248266838519
"ENSMUSG00000041617","Ccdc74a","XY","Unbound","no","chr16",17645971,17646970,"Ccdc74a",17646470,0.914904455559463,0.712824548876971,0.137360717629889
"ENSMUSG00000041623","D11Wsu47e","XY","Unbound","CGI","chr11",113683913,113684912,"D11Wsu47e",113684412,0.300528218606142,0.401004168186416,0.699244895312765
"ENSMUSG00000041673","Lrrc18","XY","Unbound","no","chr14",32990883,32991882,"Lrrc18",32991382,0.166574968540416,0.285759968271726,-5.10556432517758
"ENSMUSG00000041679","Lrrc29","XY","Unbound","CGI","chr8",105325779,105326778,"Lrrc29",105326278,0.651584536762263,0.607785861804971,0.34556176706106
"ENSMUSG00000041703","Zic5","XY","Bound","CGI","chr14",122465178,122466177,"Zic5",122465677,0.134570568880539,0.248649575908945,2.65294737494576
"ENSMUSG00000041722","Khdc1c","unbiased","Unbound","no","chr1",21367832,21368831,"Khdc1c",21368331,0.283023420326011,0.388281761968704,4.5054945054945
"ENSMUSG00000041791","Capza3","XY","Unbound","no","chr6",140040753,140041752,"Capza3",140041252,0.83655467459325,0.681897445953444,0.546007876834942
"ENSMUSG00000041805","Pramel1","unbiased","Bound","CGI","chr4",143393929,143394928,"Pramel1",143394428,1.60719031368702e-05,0.000140433810473776,-12.0824784496158
"ENSMUSG00000041809","Efhc1","XY","Unbound","CGI","chr1",20951127,20952126,"Efhc1",20951626,0.503180811900939,0.538270761962312,2.51962433417438
"ENSMUSG00000042184","1700069L16Rik","XY","Unbound","no","chr5",113724273,113725272,"1700069L16Rik",113724772,0.00798573002830043,0.029984956854468,-8.27540838986402
