"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC only","GO:0034248","regulation of cellular amide metabolic process","114/3551","451/22893",4.17068584492998e-08,4.23930035399173e-06,3.14111416096934e-06,"ENSMUSG00000003135/ENSMUSG00000025977/ENSMUSG00000025962/ENSMUSG00000026234/ENSMUSG00000055866/ENSMUSG00000046062/ENSMUSG00000026483/ENSMUSG00000042699/ENSMUSG00000026615/ENSMUSG00000039224/ENSMUSG00000019763/ENSMUSG00000020166/ENSMUSG00000040521/ENSMUSG00000006728/ENSMUSG00000025403/ENSMUSG00000036819/ENSMUSG00000078812/ENSMUSG00000018554/ENSMUSG00000018446/ENSMUSG00000010554/ENSMUSG00000020516/ENSMUSG00000017188/ENSMUSG00000050965/ENSMUSG00000057322/ENSMUSG00000020594/ENSMUSG00000020547/ENSMUSG00000021116/ENSMUSG00000021248/ENSMUSG00000055254/ENSMUSG00000021476/ENSMUSG00000021948/ENSMUSG00000021838/ENSMUSG00000022204/ENSMUSG00000033644/ENSMUSG00000022136/ENSMUSG00000022283/ENSMUSG00000062397/ENSMUSG00000042632/ENSMUSG00000023051/ENSMUSG00000022672/ENSMUSG00000044763/ENSMUSG00000025616/ENSMUSG00000073460/ENSMUSG00000024030/ENSMUSG00000019432/ENSMUSG00000010592/ENSMUSG00000045817/ENSMUSG00000024120/ENSMUSG00000024423/ENSMUSG00000024472/ENSMUSG00000024613/ENSMUSG00000024927/ENSMUSG00000041360/ENSMUSG00000039652/ENSMUSG00000015176/ENSMUSG00000015846/ENSMUSG00000015839/ENSMUSG00000016458/ENSMUSG00000057147/ENSMUSG00000039108/ENSMUSG00000039069/ENSMUSG00000047213/ENSMUSG00000027695/ENSMUSG00000023087/ENSMUSG00000027810/ENSMUSG00000028405/ENSMUSG00000028322/ENSMUSG00000028546/ENSMUSG00000028708/ENSMUSG00000028540/ENSMUSG00000042677/ENSMUSG00000028790/ENSMUSG00000046694/ENSMUSG00000066037/ENSMUSG00000041459/ENSMUSG00000025747/ENSMUSG00000039782/ENSMUSG00000029173/ENSMUSG00000029208/ENSMUSG00000034724/ENSMUSG00000041638/ENSMUSG00000029423/ENSMUSG00000056076/ENSMUSG00000029647/ENSMUSG00000019577/ENSMUSG00000025889/ENSMUSG00000031668/ENSMUSG00000045896/ENSMUSG00000030057/ENSMUSG00000033216/ENSMUSG00000030031/ENSMUSG00000041477/ENSMUSG00000038028/ENSMUSG00000006333/ENSMUSG00000030401/ENSMUSG00000015165/ENSMUSG00000066568/ENSMUSG00000063179/ENSMUSG00000040028/ENSMUSG00000038398/ENSMUSG00000037296/ENSMUSG00000031490/ENSMUSG00000035559/ENSMUSG00000058355/ENSMUSG00000036779/ENSMUSG00000031906/ENSMUSG00000038884/ENSMUSG00000032178/ENSMUSG00000032101/ENSMUSG00000032475/ENSMUSG00000032498/ENSMUSG00000025785/ENSMUSG00000000838/ENSMUSG00000035232",114
"EpiLC only","GO:0061138","morphogenesis of a branching epithelium","68/3551","230/22893",4.73091860162129e-08,4.69075115227688e-06,3.4756171159532e-06,"ENSMUSG00000025921/ENSMUSG00000006538/ENSMUSG00000057329/ENSMUSG00000048402/ENSMUSG00000045382/ENSMUSG00000026556/ENSMUSG00000019768/ENSMUSG00000056758/ENSMUSG00000070407/ENSMUSG00000047759/ENSMUSG00000048616/ENSMUSG00000038721/ENSMUSG00000017724/ENSMUSG00000018486/ENSMUSG00000019256/ENSMUSG00000051367/ENSMUSG00000041702/ENSMUSG00000041415/ENSMUSG00000021318/ENSMUSG00000078302/ENSMUSG00000021835/ENSMUSG00000000957/ENSMUSG00000022061/ENSMUSG00000000489/ENSMUSG00000024176/ENSMUSG00000032796/ENSMUSG00000024134/ENSMUSG00000042942/ENSMUSG00000024597/ENSMUSG00000024515/ENSMUSG00000033016/ENSMUSG00000024913/ENSMUSG00000024986/ENSMUSG00000078202/ENSMUSG00000015846/ENSMUSG00000001819/ENSMUSG00000016458/ENSMUSG00000074934/ENSMUSG00000027315/ENSMUSG00000027358/ENSMUSG00000037025/ENSMUSG00000028640/ENSMUSG00000008999/ENSMUSG00000016256/ENSMUSG00000074637/ENSMUSG00000037211/ENSMUSG00000046743/ENSMUSG00000027996/ENSMUSG00000048109/ENSMUSG00000014599/ENSMUSG00000028017/ENSMUSG00000028413/ENSMUSG00000036856/ENSMUSG00000025856/ENSMUSG00000009376/ENSMUSG00000001761/ENSMUSG00000051397/ENSMUSG00000004264/ENSMUSG00000074227/ENSMUSG00000031502/ENSMUSG00000031565/ENSMUSG00000084128/ENSMUSG00000000303/ENSMUSG00000053110/ENSMUSG00000031965/ENSMUSG00000032440/ENSMUSG00000006932/ENSMUSG00000055653",68
"EpiLC only","GO:0016331","morphogenesis of embryonic epithelium","58/3551","185/22893",4.76369523557157e-08,4.69075115227688e-06,3.4756171159532e-06,"ENSMUSG00000025921/ENSMUSG00000004768/ENSMUSG00000048402/ENSMUSG00000026383/ENSMUSG00000026596/ENSMUSG00000026556/ENSMUSG00000040675/ENSMUSG00000039910/ENSMUSG00000033444/ENSMUSG00000036602/ENSMUSG00000020173/ENSMUSG00000020888/ENSMUSG00000048616/ENSMUSG00000018486/ENSMUSG00000063632/ENSMUSG00000035247/ENSMUSG00000051367/ENSMUSG00000021048/ENSMUSG00000021112/ENSMUSG00000002799/ENSMUSG00000008859/ENSMUSG00000060969/ENSMUSG00000021835/ENSMUSG00000007989/ENSMUSG00000036422/ENSMUSG00000041703/ENSMUSG00000061524/ENSMUSG00000022329/ENSMUSG00000022297/ENSMUSG00000016619/ENSMUSG00000022623/ENSMUSG00000036158/ENSMUSG00000014232/ENSMUSG00000024176/ENSMUSG00000024335/ENSMUSG00000054611/ENSMUSG00000024986/ENSMUSG00000018822/ENSMUSG00000000247/ENSMUSG00000074934/ENSMUSG00000027315/ENSMUSG00000008999/ENSMUSG00000027996/ENSMUSG00000028266/ENSMUSG00000040151/ENSMUSG00000028284/ENSMUSG00000007880/ENSMUSG00000036856/ENSMUSG00000044674/ENSMUSG00000029104/ENSMUSG00000001632/ENSMUSG00000058230/ENSMUSG00000074227/ENSMUSG00000074221/ENSMUSG00000031520/ENSMUSG00000013584/ENSMUSG00000032419/ENSMUSG00000006932",58
"EpiLC only","GO:0035282","segmentation","41/3551","113/22893",5.06693508345996e-08,4.91258844553302e-06,3.63998769720297e-06,"ENSMUSG00000026383/ENSMUSG00000060985/ENSMUSG00000010609/ENSMUSG00000037868/ENSMUSG00000020173/ENSMUSG00000043648/ENSMUSG00000020888/ENSMUSG00000020692/ENSMUSG00000048616/ENSMUSG00000051367/ENSMUSG00000021464/ENSMUSG00000048904/ENSMUSG00000060969/ENSMUSG00000021835/ENSMUSG00000022061/ENSMUSG00000036422/ENSMUSG00000022672/ENSMUSG00000034064/ENSMUSG00000040140/ENSMUSG00000024515/ENSMUSG00000025081/ENSMUSG00000078202/ENSMUSG00000016458/ENSMUSG00000037025/ENSMUSG00000068079/ENSMUSG00000074622/ENSMUSG00000027996/ENSMUSG00000041912/ENSMUSG00000035517/ENSMUSG00000028496/ENSMUSG00000028933/ENSMUSG00000029570/ENSMUSG00000003436/ENSMUSG00000030513/ENSMUSG00000030544/ENSMUSG00000030543/ENSMUSG00000043866/ENSMUSG00000034218/ENSMUSG00000032402/ENSMUSG00000013584/ENSMUSG00000032419",41
"EpiLC only","GO:0007292","female gamete generation","54/3551","168/22893",5.38513884093939e-08,5.11514408729524e-06,3.79007151802129e-06,"ENSMUSG00000026039/ENSMUSG00000006538/ENSMUSG00000026241/ENSMUSG00000057329/ENSMUSG00000037035/ENSMUSG00000060985/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020063/ENSMUSG00000020059/ENSMUSG00000043648/ENSMUSG00000018554/ENSMUSG00000051455/ENSMUSG00000056899/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000021395/ENSMUSG00000041431/ENSMUSG00000033644/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000023809/ENSMUSG00000002076/ENSMUSG00000040140/ENSMUSG00000010592/ENSMUSG00000024056/ENSMUSG00000054321/ENSMUSG00000034653/ENSMUSG00000024837/ENSMUSG00000025081/ENSMUSG00000057110/ENSMUSG00000027353/ENSMUSG00000051177/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000027794/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027905/ENSMUSG00000000561/ENSMUSG00000005493/ENSMUSG00000035517/ENSMUSG00000028495/ENSMUSG00000036856/ENSMUSG00000043410/ENSMUSG00000041147/ENSMUSG00000063810/ENSMUSG00000030199/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032498/ENSMUSG00000006932/ENSMUSG00000073294/ENSMUSG00000079509",54
"EpiLC only","GO:0007130","synaptonemal complex assembly","16/3551","25/22893",5.43818873133578e-08,5.11514408729524e-06,3.79007151802129e-06,"ENSMUSG00000020059/ENSMUSG00000051455/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000078938/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000005883/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000089798/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000032065/ENSMUSG00000009670",16
"EpiLC only","GO:0007281","germ cell development","97/3551","370/22893",6.55140731906583e-08,6.07161307716954e-06,4.49876824572384e-06,"ENSMUSG00000053153/ENSMUSG00000006538/ENSMUSG00000026241/ENSMUSG00000057329/ENSMUSG00000037035/ENSMUSG00000045382/ENSMUSG00000060985/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000019861/ENSMUSG00000020131/ENSMUSG00000020059/ENSMUSG00000020435/ENSMUSG00000020193/ENSMUSG00000020271/ENSMUSG00000040489/ENSMUSG00000020390/ENSMUSG00000043648/ENSMUSG00000018554/ENSMUSG00000020516/ENSMUSG00000017195/ENSMUSG00000010841/ENSMUSG00000051455/ENSMUSG00000020664/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000050799/ENSMUSG00000059288/ENSMUSG00000021540/ENSMUSG00000021461/ENSMUSG00000041431/ENSMUSG00000021835/ENSMUSG00000071470/ENSMUSG00000000365/ENSMUSG00000040040/ENSMUSG00000033644/ENSMUSG00000033487/ENSMUSG00000042156/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000023051/ENSMUSG00000071636/ENSMUSG00000022656/ENSMUSG00000023809/ENSMUSG00000013787/ENSMUSG00000040140/ENSMUSG00000010592/ENSMUSG00000024151/ENSMUSG00000054321/ENSMUSG00000034653/ENSMUSG00000050623/ENSMUSG00000024837/ENSMUSG00000025081/ENSMUSG00000057110/ENSMUSG00000016458/ENSMUSG00000051177/ENSMUSG00000027274/ENSMUSG00000005883/ENSMUSG00000027719/ENSMUSG00000027794/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000027905/ENSMUSG00000000561/ENSMUSG00000028277/ENSMUSG00000028264/ENSMUSG00000035517/ENSMUSG00000028389/ENSMUSG00000028495/ENSMUSG00000043753/ENSMUSG00000028610/ENSMUSG00000002384/ENSMUSG00000032726/ENSMUSG00000000411/ENSMUSG00000036856/ENSMUSG00000005672/ENSMUSG00000043410/ENSMUSG00000032959/ENSMUSG00000029423/ENSMUSG00000041147/ENSMUSG00000063810/ENSMUSG00000040841/ENSMUSG00000030846/ENSMUSG00000055319/ENSMUSG00000031922/ENSMUSG00000032101/ENSMUSG00000034218/ENSMUSG00000032221/ENSMUSG00000043289/ENSMUSG00000032498/ENSMUSG00000032514/ENSMUSG00000006932/ENSMUSG00000094985/ENSMUSG00000073294/ENSMUSG00000079509/ENSMUSG00000009596",97
"EpiLC only","GO:0098727","maintenance of cell number","56/3551","178/22893",7.0511407246428e-08,6.44004186184043e-06,4.77175595034561e-06,"ENSMUSG00000026556/ENSMUSG00000020166/ENSMUSG00000056758/ENSMUSG00000048616/ENSMUSG00000018486/ENSMUSG00000021067/ENSMUSG00000021255/ENSMUSG00000041415/ENSMUSG00000041359/ENSMUSG00000021461/ENSMUSG00000021598/ENSMUSG00000042354/ENSMUSG00000021936/ENSMUSG00000033644/ENSMUSG00000062397/ENSMUSG00000037465/ENSMUSG00000038622/ENSMUSG00000022521/ENSMUSG00000022528/ENSMUSG00000023994/ENSMUSG00000041057/ENSMUSG00000045817/ENSMUSG00000024134/ENSMUSG00000024304/ENSMUSG00000005871/ENSMUSG00000024913/ENSMUSG00000024943/ENSMUSG00000068079/ENSMUSG00000028640/ENSMUSG00000008999/ENSMUSG00000074637/ENSMUSG00000003032/ENSMUSG00000028397/ENSMUSG00000044303/ENSMUSG00000028717/ENSMUSG00000007880/ENSMUSG00000039410/ENSMUSG00000005672/ENSMUSG00000001761/ENSMUSG00000002413/ENSMUSG00000029687/ENSMUSG00000030291/ENSMUSG00000037020/ENSMUSG00000055320/ENSMUSG00000009248/ENSMUSG00000050917/ENSMUSG00000040028/ENSMUSG00000049717/ENSMUSG00000031446/ENSMUSG00000039842/ENSMUSG00000031565/ENSMUSG00000037296/ENSMUSG00000031671/ENSMUSG00000053110/ENSMUSG00000032187/ENSMUSG00000041133",56
"EpiLC only","GO:0090090","negative regulation of canonical Wnt signaling pathway","46/3551","135/22893",7.29722305455102e-08,6.56958566996864e-06,4.86774157443433e-06,"ENSMUSG00000018583/ENSMUSG00000048616/ENSMUSG00000042988/ENSMUSG00000044548/ENSMUSG00000021182/ENSMUSG00000021318/ENSMUSG00000021319/ENSMUSG00000021464/ENSMUSG00000053754/ENSMUSG00000021986/ENSMUSG00000041765/ENSMUSG00000022150/ENSMUSG00000022329/ENSMUSG00000022297/ENSMUSG00000036158/ENSMUSG00000022812/ENSMUSG00000053436/ENSMUSG00000024304/ENSMUSG00000005871/ENSMUSG00000071856/ENSMUSG00000018822/ENSMUSG00000026883/ENSMUSG00000027253/ENSMUSG00000074934/ENSMUSG00000027356/ENSMUSG00000074637/ENSMUSG00000027996/ENSMUSG00000033767/ENSMUSG00000043252/ENSMUSG00000040183/ENSMUSG00000008305/ENSMUSG00000028496/ENSMUSG00000044674/ENSMUSG00000050010/ENSMUSG00000030223/ENSMUSG00000030544/ENSMUSG00000049791/ENSMUSG00000036712/ENSMUSG00000000303/ENSMUSG00000095941/ENSMUSG00000032280/ENSMUSG00000035274/ENSMUSG00000032419/ENSMUSG00000032558/ENSMUSG00000006932/ENSMUSG00000055653",46
"EpiLC only","GO:0019827","stem cell population maintenance","55/3551","174/22893",7.6979773897658e-08,6.83276810004283e-06,5.06274687931817e-06,"ENSMUSG00000026556/ENSMUSG00000020166/ENSMUSG00000056758/ENSMUSG00000048616/ENSMUSG00000018486/ENSMUSG00000021067/ENSMUSG00000021255/ENSMUSG00000041415/ENSMUSG00000041359/ENSMUSG00000021461/ENSMUSG00000021598/ENSMUSG00000042354/ENSMUSG00000021936/ENSMUSG00000033644/ENSMUSG00000062397/ENSMUSG00000037465/ENSMUSG00000038622/ENSMUSG00000022521/ENSMUSG00000022528/ENSMUSG00000023994/ENSMUSG00000041057/ENSMUSG00000045817/ENSMUSG00000024134/ENSMUSG00000024304/ENSMUSG00000005871/ENSMUSG00000024913/ENSMUSG00000024943/ENSMUSG00000068079/ENSMUSG00000028640/ENSMUSG00000008999/ENSMUSG00000074637/ENSMUSG00000003032/ENSMUSG00000028397/ENSMUSG00000044303/ENSMUSG00000028717/ENSMUSG00000007880/ENSMUSG00000039410/ENSMUSG00000005672/ENSMUSG00000001761/ENSMUSG00000002413/ENSMUSG00000030291/ENSMUSG00000037020/ENSMUSG00000055320/ENSMUSG00000009248/ENSMUSG00000050917/ENSMUSG00000040028/ENSMUSG00000049717/ENSMUSG00000031446/ENSMUSG00000039842/ENSMUSG00000031565/ENSMUSG00000037296/ENSMUSG00000031671/ENSMUSG00000053110/ENSMUSG00000032187/ENSMUSG00000041133",55
"EpiLC only","GO:0048754","branching morphogenesis of an epithelial tube","59/3551","192/22893",8.10351898537806e-08,7.09283008970174e-06,5.25544009051712e-06,"ENSMUSG00000025921/ENSMUSG00000006538/ENSMUSG00000057329/ENSMUSG00000048402/ENSMUSG00000045382/ENSMUSG00000026556/ENSMUSG00000019768/ENSMUSG00000056758/ENSMUSG00000070407/ENSMUSG00000047759/ENSMUSG00000048616/ENSMUSG00000038721/ENSMUSG00000017724/ENSMUSG00000018486/ENSMUSG00000019256/ENSMUSG00000051367/ENSMUSG00000041415/ENSMUSG00000021318/ENSMUSG00000078302/ENSMUSG00000021835/ENSMUSG00000000957/ENSMUSG00000022061/ENSMUSG00000024176/ENSMUSG00000032796/ENSMUSG00000024134/ENSMUSG00000042942/ENSMUSG00000024597/ENSMUSG00000024515/ENSMUSG00000033016/ENSMUSG00000024913/ENSMUSG00000024986/ENSMUSG00000078202/ENSMUSG00000016458/ENSMUSG00000074934/ENSMUSG00000027358/ENSMUSG00000037025/ENSMUSG00000028640/ENSMUSG00000008999/ENSMUSG00000016256/ENSMUSG00000074637/ENSMUSG00000037211/ENSMUSG00000046743/ENSMUSG00000027996/ENSMUSG00000048109/ENSMUSG00000014599/ENSMUSG00000028017/ENSMUSG00000028413/ENSMUSG00000036856/ENSMUSG00000009376/ENSMUSG00000001761/ENSMUSG00000051397/ENSMUSG00000004264/ENSMUSG00000031502/ENSMUSG00000084128/ENSMUSG00000053110/ENSMUSG00000031965/ENSMUSG00000032440/ENSMUSG00000006932/ENSMUSG00000055653",59
"EpiLC only","GO:0044843","cell cycle G1/S phase transition","68/3551","234/22893",9.85933479656462e-08,8.51144217643154e-06,6.30656224333967e-06,"ENSMUSG00000026176/ENSMUSG00000033364/ENSMUSG00000057329/ENSMUSG00000026437/ENSMUSG00000026694/ENSMUSG00000039224/ENSMUSG00000019982/ENSMUSG00000020263/ENSMUSG00000001786/ENSMUSG00000045867/ENSMUSG00000020185/ENSMUSG00000006728/ENSMUSG00000057897/ENSMUSG00000020122/ENSMUSG00000044847/ENSMUSG00000050107/ENSMUSG00000020516/ENSMUSG00000020546/ENSMUSG00000078652/ENSMUSG00000020653/ENSMUSG00000020649/ENSMUSG00000044548/ENSMUSG00000021255/ENSMUSG00000052957/ENSMUSG00000021611/ENSMUSG00000021701/ENSMUSG00000058317/ENSMUSG00000035960/ENSMUSG00000022061/ENSMUSG00000022018/ENSMUSG00000022369/ENSMUSG00000022521/ENSMUSG00000022672/ENSMUSG00000045409/ENSMUSG00000052525/ENSMUSG00000024283/ENSMUSG00000041238/ENSMUSG00000005871/ENSMUSG00000033016/ENSMUSG00000017412/ENSMUSG00000051177/ENSMUSG00000027641/ENSMUSG00000027654/ENSMUSG00000027510/ENSMUSG00000027552/ENSMUSG00000074637/ENSMUSG00000048416/ENSMUSG00000028212/ENSMUSG00000003032/ENSMUSG00000028495/ENSMUSG00000044303/ENSMUSG00000028884/ENSMUSG00000034462/ENSMUSG00000029726/ENSMUSG00000029863/ENSMUSG00000029687/ENSMUSG00000004446/ENSMUSG00000004264/ENSMUSG00000030978/ENSMUSG00000043866/ENSMUSG00000048787/ENSMUSG00000031446/ENSMUSG00000031490/ENSMUSG00000034330/ENSMUSG00000025809/ENSMUSG00000044820/ENSMUSG00000010067/ENSMUSG00000047409",68
"EpiLC only","GO:0198738","cell-cell signaling by wnt","113/3551","453/22893",1.01017764638956e-07,8.59841996018168e-06,6.37100852584241e-06,"ENSMUSG00000026596/ENSMUSG00000026686/ENSMUSG00000026556/ENSMUSG00000039224/ENSMUSG00000055493/ENSMUSG00000019850/ENSMUSG00000056758/ENSMUSG00000020176/ENSMUSG00000020122/ENSMUSG00000020271/ENSMUSG00000040489/ENSMUSG00000020390/ENSMUSG00000018583/ENSMUSG00000020888/ENSMUSG00000020692/ENSMUSG00000048616/ENSMUSG00000018486/ENSMUSG00000042988/ENSMUSG00000020592/ENSMUSG00000044548/ENSMUSG00000021182/ENSMUSG00000044715/ENSMUSG00000021318/ENSMUSG00000021319/ENSMUSG00000021395/ENSMUSG00000021464/ENSMUSG00000021611/ENSMUSG00000021697/ENSMUSG00000053754/ENSMUSG00000021974/ENSMUSG00000044461/ENSMUSG00000021986/ENSMUSG00000063060/ENSMUSG00000007989/ENSMUSG00000022112/ENSMUSG00000041765/ENSMUSG00000022150/ENSMUSG00000046034/ENSMUSG00000022329/ENSMUSG00000037487/ENSMUSG00000022297/ENSMUSG00000046380/ENSMUSG00000036158/ENSMUSG00000023055/ENSMUSG00000022905/ENSMUSG00000022812/ENSMUSG00000022722/ENSMUSG00000002489/ENSMUSG00000053436/ENSMUSG00000032717/ENSMUSG00000024286/ENSMUSG00000024304/ENSMUSG00000005871/ENSMUSG00000071856/ENSMUSG00000073563/ENSMUSG00000024913/ENSMUSG00000024986/ENSMUSG00000047604/ENSMUSG00000018822/ENSMUSG00000040913/ENSMUSG00000078202/ENSMUSG00000026883/ENSMUSG00000050447/ENSMUSG00000034848/ENSMUSG00000027253/ENSMUSG00000074934/ENSMUSG00000027356/ENSMUSG00000027358/ENSMUSG00000074698/ENSMUSG00000074637/ENSMUSG00000027996/ENSMUSG00000033767/ENSMUSG00000068740/ENSMUSG00000028017/ENSMUSG00000044365/ENSMUSG00000043252/ENSMUSG00000040183/ENSMUSG00000003032/ENSMUSG00000008305/ENSMUSG00000028496/ENSMUSG00000028518/ENSMUSG00000028677/ENSMUSG00000036856/ENSMUSG00000044674/ENSMUSG00000050010/ENSMUSG00000034462/ENSMUSG00000049551/ENSMUSG00000035158/ENSMUSG00000030223/ENSMUSG00000015133/ENSMUSG00000030544/ENSMUSG00000049791/ENSMUSG00000059263/ENSMUSG00000030956/ENSMUSG00000036712/ENSMUSG00000061048/ENSMUSG00000000303/ENSMUSG00000095941/ENSMUSG00000004637/ENSMUSG00000053110/ENSMUSG00000032187/ENSMUSG00000032280/ENSMUSG00000032402/ENSMUSG00000035274/ENSMUSG00000032419/ENSMUSG00000032558/ENSMUSG00000023473/ENSMUSG00000036057/ENSMUSG00000032497/ENSMUSG00000006932/ENSMUSG00000048047/ENSMUSG00000031119/ENSMUSG00000055653",113
"EpiLC only","GO:0006417","regulation of translation","101/3551","393/22893",1.02329656777789e-07,8.59841996018168e-06,6.37100852584241e-06,"ENSMUSG00000003135/ENSMUSG00000025977/ENSMUSG00000025962/ENSMUSG00000026234/ENSMUSG00000055866/ENSMUSG00000046062/ENSMUSG00000026483/ENSMUSG00000042699/ENSMUSG00000026615/ENSMUSG00000039224/ENSMUSG00000019763/ENSMUSG00000020166/ENSMUSG00000040521/ENSMUSG00000006728/ENSMUSG00000025403/ENSMUSG00000036819/ENSMUSG00000078812/ENSMUSG00000018554/ENSMUSG00000018446/ENSMUSG00000010554/ENSMUSG00000020516/ENSMUSG00000017188/ENSMUSG00000050965/ENSMUSG00000057322/ENSMUSG00000020594/ENSMUSG00000020547/ENSMUSG00000021116/ENSMUSG00000021476/ENSMUSG00000021838/ENSMUSG00000022204/ENSMUSG00000033644/ENSMUSG00000022136/ENSMUSG00000022283/ENSMUSG00000062397/ENSMUSG00000023051/ENSMUSG00000022672/ENSMUSG00000044763/ENSMUSG00000025616/ENSMUSG00000073460/ENSMUSG00000019432/ENSMUSG00000010592/ENSMUSG00000045817/ENSMUSG00000024120/ENSMUSG00000024423/ENSMUSG00000024472/ENSMUSG00000024613/ENSMUSG00000041360/ENSMUSG00000039652/ENSMUSG00000015176/ENSMUSG00000015846/ENSMUSG00000016458/ENSMUSG00000057147/ENSMUSG00000039108/ENSMUSG00000039069/ENSMUSG00000047213/ENSMUSG00000027695/ENSMUSG00000023087/ENSMUSG00000027810/ENSMUSG00000028405/ENSMUSG00000028322/ENSMUSG00000028546/ENSMUSG00000028708/ENSMUSG00000028540/ENSMUSG00000042677/ENSMUSG00000028790/ENSMUSG00000046694/ENSMUSG00000066037/ENSMUSG00000041459/ENSMUSG00000025747/ENSMUSG00000039782/ENSMUSG00000029173/ENSMUSG00000029208/ENSMUSG00000034724/ENSMUSG00000041638/ENSMUSG00000029423/ENSMUSG00000056076/ENSMUSG00000029647/ENSMUSG00000031668/ENSMUSG00000045896/ENSMUSG00000030057/ENSMUSG00000033216/ENSMUSG00000030031/ENSMUSG00000041477/ENSMUSG00000006333/ENSMUSG00000015165/ENSMUSG00000066568/ENSMUSG00000063179/ENSMUSG00000040028/ENSMUSG00000038398/ENSMUSG00000037296/ENSMUSG00000031490/ENSMUSG00000035559/ENSMUSG00000058355/ENSMUSG00000036779/ENSMUSG00000038884/ENSMUSG00000032178/ENSMUSG00000032101/ENSMUSG00000032475/ENSMUSG00000032498/ENSMUSG00000025785/ENSMUSG00000000838",101
"EpiLC only","GO:1901990","regulation of mitotic cell cycle phase transition","84/3551","310/22893",1.05205881933654e-07,8.72378247297219e-06,6.46389601464942e-06,"ENSMUSG00000026107/ENSMUSG00000042807/ENSMUSG00000026176/ENSMUSG00000057329/ENSMUSG00000009907/ENSMUSG00000039224/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020263/ENSMUSG00000001786/ENSMUSG00000020020/ENSMUSG00000045867/ENSMUSG00000020185/ENSMUSG00000056758/ENSMUSG00000006728/ENSMUSG00000025374/ENSMUSG00000020413/ENSMUSG00000020122/ENSMUSG00000069910/ENSMUSG00000044847/ENSMUSG00000020898/ENSMUSG00000050107/ENSMUSG00000078652/ENSMUSG00000020649/ENSMUSG00000044548/ENSMUSG00000059970/ENSMUSG00000076430/ENSMUSG00000048904/ENSMUSG00000033102/ENSMUSG00000021611/ENSMUSG00000041431/ENSMUSG00000058317/ENSMUSG00000035960/ENSMUSG00000021932/ENSMUSG00000047911/ENSMUSG00000022018/ENSMUSG00000022369/ENSMUSG00000022521/ENSMUSG00000005718/ENSMUSG00000022672/ENSMUSG00000116564/ENSMUSG00000045409/ENSMUSG00000024056/ENSMUSG00000045817/ENSMUSG00000024283/ENSMUSG00000005871/ENSMUSG00000024590/ENSMUSG00000024537/ENSMUSG00000074922/ENSMUSG00000017412/ENSMUSG00000003604/ENSMUSG00000040084/ENSMUSG00000051177/ENSMUSG00000027641/ENSMUSG00000027510/ENSMUSG00000027536/ENSMUSG00000028224/ENSMUSG00000003032/ENSMUSG00000044303/ENSMUSG00000028884/ENSMUSG00000035234/ENSMUSG00000034462/ENSMUSG00000029283/ENSMUSG00000029472/ENSMUSG00000029726/ENSMUSG00000029863/ENSMUSG00000029687/ENSMUSG00000004446/ENSMUSG00000004264/ENSMUSG00000046591/ENSMUSG00000030528/ENSMUSG00000030978/ENSMUSG00000059263/ENSMUSG00000048787/ENSMUSG00000059981/ENSMUSG00000037664/ENSMUSG00000038542/ENSMUSG00000031446/ENSMUSG00000038416/ENSMUSG00000031928/ENSMUSG00000034218/ENSMUSG00000044820/ENSMUSG00000035032/ENSMUSG00000047409",84
